Participant,Trial,code_file,Programming_Language,Expertise,Comprehension_Result,Complexity,Vertical_Next_Text,Vertical_Later_Text,Horizontal_Later_Text,Regression_Rate,Line_Regression_Rate,Saccade_Length,Element_Coverage
196,5,rectangle_java2.jpg,Java,low,0,A,0.7722772277227723,0.8151815181518152,0.4884488448844885,0.3102310231023102,0.12871287128712872,90.04308833894734,0.2847222222222222
80,2,vehicle_java.jpg,Java,high,0,B,0.5421686746987951,0.7108433734939759,0.3373493975903614,0.3373493975903614,0.060240963855421686,158.74558349632,0.19642857142857142
80,5,rectangle_java.jpg,Java,high,0,A,0.5698924731182796,0.6881720430107527,0.23655913978494625,0.43010752688172044,0.12903225806451613,146.3391229255112,0.19444444444444445
191,2,vehicle_java2.jpg,Java,medium,1,B,0.8137651821862348,0.8744939271255061,0.5668016194331984,0.242914979757085,0.1214574898785425,80.27763688477515,0.33035714285714285
87,2,rectangle_java2.jpg,Java,high,0,A,0.8185654008438819,0.8607594936708861,0.5611814345991561,0.27848101265822783,0.14345991561181434,76.33524542391366,0.2708333333333333
87,5,vehicle_java2.jpg,Java,high,1,B,0.9007936507936508,0.9325396825396826,0.6746031746031746,0.2261904761904762,0.1626984126984127,57.97721838305592,0.29464285714285715
73,2,vehicle_java2.jpg,Java,medium,0,B,0.7418397626112759,0.8308605341246291,0.5905044510385756,0.24925816023738873,0.0830860534124629,69.63760810900806,0.24107142857142858
73,5,rectangle_java2.jpg,Java,medium,1,A,0.7962962962962963,0.8444444444444444,0.5296296296296297,0.2962962962962963,0.14444444444444443,86.59207294817692,0.2638888888888889
37,5,vehicle_java2.jpg,Java,low,1,B,0.7945736434108527,0.8449612403100775,0.5503875968992248,0.26356589147286824,0.1124031007751938,62.441072376561415,0.2767857142857143
37,2,rectangle_java2.jpg,Java,low,0,A,0.7935779816513762,0.8440366972477065,0.555045871559633,0.25229357798165136,0.10091743119266056,55.953270450318215,0.24305555555555555
121,5,rectangle_java2.jpg,Java,medium,1,A,0.751412429378531,0.8022598870056498,0.5536723163841808,0.2598870056497175,0.06779661016949153,53.42321389070832,0.2569444444444444
30,2,vehicle_java2.jpg,Java,none,0,B,0.7777777777777778,0.837037037037037,0.562962962962963,0.2,0.044444444444444446,68.97691921854438,0.25
30,5,rectangle_java2.jpg,Java,none,0,A,0.821917808219178,0.8561643835616438,0.5616438356164384,0.2465753424657534,0.1095890410958904,77.64914009379702,0.20833333333333334
126,5,rectangle_java2.jpg,Java,high,1,A,0.8187919463087249,0.8489932885906041,0.5268456375838926,0.2651006711409396,0.1174496644295302,58.416370141037454,0.3055555555555556
126,2,vehicle_java2.jpg,Java,high,1,B,0.7523510971786834,0.8181818181818182,0.5297805642633229,0.2664576802507837,0.0877742946708464,87.84120659463673,0.35714285714285715
110,5,vehicle_java2.jpg,Java,medium,0,B,0.8861788617886179,0.926829268292683,0.6585365853658537,0.16260162601626016,0.0975609756097561,61.475221106947416,0.29464285714285715
110,2,rectangle_java2.jpg,Java,medium,0,A,0.8620689655172413,0.896551724137931,0.6689655172413793,0.18620689655172415,0.0896551724137931,60.0437013104093,0.2222222222222222
128,2,rectangle_java2.jpg,Java,medium,1,A,0.8148148148148148,0.8600823045267489,0.5802469135802469,0.22633744855967078,0.09053497942386832,70.86074165935617,0.2847222222222222
128,5,vehicle_java2.jpg,Java,medium,0,B,0.8275862068965517,0.8864097363083164,0.6125760649087221,0.23123732251521298,0.11967545638945233,65.21621836315917,0.3392857142857143
117,5,rectangle_java2.jpg,Java,medium,1,A,0.7575757575757576,0.8316498316498316,0.5016835016835017,0.32996632996632996,0.16498316498316498,70.63602073170618,0.2777777777777778
117,2,vehicle_java2.jpg,Java,medium,1,B,0.8271604938271605,0.8888888888888888,0.6255144032921811,0.2139917695473251,0.10699588477366255,83.37718041540697,0.2857142857142857
3,2,vehicle_java2.jpg,Java,none,0,B,0.8516483516483516,0.8901098901098901,0.6593406593406593,0.17582417582417584,0.07142857142857142,56.86895650443759,0.2767857142857143
3,5,rectangle_java2.jpg,Java,none,1,A,0.8507462686567164,0.8656716417910447,0.5746268656716418,0.23134328358208955,0.1044776119402985,57.85867484898239,0.24305555555555555
143,5,rectangle_java2.jpg,Java,high,1,A,0.6595744680851063,0.776595744680851,0.4148936170212766,0.32978723404255317,0.11702127659574468,92.23282787155777,0.2361111111111111
143,2,vehicle_java2.jpg,Java,high,0,B,0.75,0.8333333333333334,0.5757575757575758,0.23484848484848486,0.07575757575757576,98.51580781104805,0.25892857142857145
55,5,vehicle_java2.jpg,Java,medium,0,B,0.8235294117647058,0.8770053475935828,0.6283422459893048,0.232620320855615,0.11229946524064172,59.01236218998858,0.25
55,2,rectangle_java2.jpg,Java,medium,1,A,0.8663239074550129,0.9023136246786633,0.5938303341902313,0.2879177377892031,0.1928020565552699,59.874360572517,0.3055555555555556
4,2,rectangle_java2.jpg,Java,medium,1,A,0.7892156862745098,0.8333333333333334,0.5196078431372549,0.29901960784313725,0.13725490196078433,72.8666530041462,0.2638888888888889
4,5,vehicle_java2.jpg,Java,medium,0,B,0.8125,0.85,0.5625,0.24583333333333332,0.1,60.53316523089997,0.25892857142857145
99,5,vehicle_java2.jpg,Java,high,0,B,0.8378378378378378,0.8918918918918919,0.5945945945945946,0.2195945945945946,0.11486486486486487,56.27203305246552,0.29464285714285715
99,2,rectangle_java2.jpg,Java,high,1,A,0.791907514450867,0.8323699421965318,0.5549132947976878,0.24855491329479767,0.08670520231213873,70.52582165180327,0.2569444444444444
186,2,rectangle_java2.jpg,Java,medium,1,A,0.8296943231441049,0.8820960698689956,0.6069868995633187,0.22707423580786026,0.11353711790393013,61.32660075447997,0.2777777777777778
172,2,vehicle_java2.jpg,Java,low,1,B,0.8620689655172413,0.9195402298850575,0.6206896551724138,0.19540229885057472,0.1206896551724138,65.94754752189165,0.29464285714285715
64,5,rectangle_java2.jpg,Java,medium,1,A,0.7588075880758808,0.8184281842818428,0.4986449864498645,0.2899728997289973,0.1111111111111111,76.20557684722961,0.2916666666666667
64,2,vehicle_java2.jpg,Java,medium,0,B,0.7550675675675675,0.8445945945945946,0.5675675675675675,0.23141891891891891,0.0777027027027027,84.97339517711669,0.36607142857142855
175,2,rectangle_python.jpg,Python,medium,1,A,0.7037037037037037,0.7870370370370371,0.5092592592592593,0.26851851851851855,0.06481481481481481,72.08630030419377,0.2765957446808511
63,5,rectangle_java.jpg,Java,medium,1,A,0.7935943060498221,0.8434163701067615,0.5480427046263345,0.2597864768683274,0.10676156583629894,86.78233437722011,0.2777777777777778
63,2,vehicle_java.jpg,Java,medium,0,B,0.8076923076923077,0.8615384615384616,0.5807692307692308,0.24615384615384617,0.11153846153846154,90.75601790840925,0.30357142857142855
181,2,rectangle_java2.jpg,Java,none,0,A,0.9148936170212766,0.925531914893617,0.723404255319149,0.11702127659574468,0.05319148936170213,64.5099478418349,0.22916666666666666
181,5,vehicle_java2.jpg,Java,none,0,B,0.8802816901408451,0.9154929577464789,0.6549295774647887,0.176056338028169,0.09859154929577464,48.62032913516186,0.25
97,2,vehicle_java2.jpg,Java,medium,0,B,0.8821428571428571,0.9214285714285714,0.6785714285714286,0.175,0.1,63.7300834518008,0.30357142857142855
97,5,rectangle_java2.jpg,Java,medium,1,A,0.8304347826086956,0.8565217391304348,0.5521739130434783,0.2391304347826087,0.1,82.97566885750655,0.2708333333333333
116,2,vehicle_java2.jpg,Java,low,0,B,0.9305555555555556,0.9537037037037037,0.7361111111111112,0.1527777777777778,0.1111111111111111,61.95667104202681,0.32142857142857145
38,2,rectangle_java2.jpg,Java,none,0,A,0.783410138248848,0.8387096774193549,0.5576036866359447,0.24423963133640553,0.08755760368663594,64.83870029011653,0.2152777777777778
118,5,vehicle_java.jpg,Java,high,1,B,0.7807017543859649,0.868421052631579,0.5087719298245614,0.2807017543859649,0.15789473684210525,116.18390727283035,0.23214285714285715
31,2,rectangle_java2.jpg,Java,medium,1,A,0.8172043010752689,0.8745519713261649,0.5949820788530465,0.25089605734767023,0.12903225806451613,67.30843905401682,0.2916666666666667
31,5,vehicle_java2.jpg,Java,medium,0,B,0.8446969696969697,0.8939393939393939,0.6628787878787878,0.1856060606060606,0.08333333333333333,56.32164067291449,0.2857142857142857
120,2,rectangle_java.jpg,Java,medium,0,A,0.8384279475982532,0.8777292576419214,0.6069868995633187,0.23580786026200873,0.11790393013100436,83.7060576908751,0.2569444444444444
36,5,vehicle_java.jpg,Java,none,0,B,0.7933884297520661,0.859504132231405,0.5371900826446281,0.23140495867768596,0.09917355371900827,79.23966264168932,0.26785714285714285
36,2,rectangle_java.jpg,Java,none,0,A,0.8478260869565217,0.8913043478260869,0.5760869565217391,0.2717391304347826,0.17391304347826086,83.28704270719338,0.1875
96,5,rectangle_java2.jpg,Java,low,1,A,0.7443946188340808,0.8340807174887892,0.547085201793722,0.26905829596412556,0.10762331838565023,85.72454399775813,0.2569444444444444
96,2,vehicle_java2.jpg,Java,low,0,B,0.8658536585365854,0.9146341463414634,0.6747967479674797,0.17886178861788618,0.0975609756097561,62.98413723102322,0.2857142857142857
180,2,vehicle_java2.jpg,Java,low,1,B,0.759493670886076,0.8417721518987342,0.5189873417721519,0.25316455696202533,0.10126582278481013,82.82400160682481,0.2857142857142857
180,5,rectangle_java2.jpg,Java,low,1,A,0.8205128205128205,0.8846153846153846,0.5705128205128205,0.23076923076923078,0.12179487179487179,71.84648843231294,0.24305555555555555
62,5,vehicle_java.jpg,Java,medium,0,B,0.8,0.91,0.61,0.11,0.03,72.6192816780876,0.1875
62,2,rectangle_java.jpg,Java,medium,1,A,0.8832116788321168,0.9197080291970803,0.6496350364963503,0.1678832116788321,0.0948905109489051,77.65716215472312,0.22916666666666666
65,5,vehicle_java.jpg,Java,low,0,B,0.7070707070707071,0.8181818181818182,0.4444444444444444,0.25252525252525254,0.08080808080808081,97.0492867173102,0.20535714285714285
65,2,rectangle_java.jpg,Java,low,0,A,0.64,0.78,0.34,0.3,0.1,147.02493969907067,0.10416666666666667
91,5,rectangle_java2.jpg,Java,medium,1,A,0.9154929577464789,0.9366197183098591,0.5985915492957746,0.2605633802816901,0.20422535211267606,59.264570859735755,0.22916666666666666
91,2,vehicle_java2.jpg,Java,medium,1,B,0.8080357142857143,0.8705357142857143,0.5848214285714286,0.2544642857142857,0.12946428571428573,87.32704664931313,0.32142857142857145
53,2,rectangle_java.jpg,Java,medium,1,A,0.6936416184971098,0.7976878612716763,0.4624277456647399,0.2947976878612717,0.09826589595375723,100.24573105367304,0.2569444444444444
53,5,vehicle_java.jpg,Java,medium,1,B,0.7293233082706767,0.8045112781954887,0.5263157894736842,0.2781954887218045,0.09022556390977443,90.87496589442928,0.1875
145,2,rectangle_java2.jpg,Java,medium,1,A,0.7527472527472527,0.8131868131868132,0.5274725274725275,0.25824175824175827,0.07692307692307693,60.15129767742319,0.24305555555555555
145,5,vehicle_java2.jpg,Java,medium,0,B,0.8221343873517787,0.8695652173913043,0.5810276679841897,0.22134387351778656,0.09486166007905138,54.211738693102966,0.3125
5,5,vehicle_java2.jpg,Java,low,0,B,0.8484848484848485,0.896969696969697,0.6181818181818182,0.18787878787878787,0.09090909090909091,66.50177210035814,0.32142857142857145
5,2,rectangle_java2.jpg,Java,low,1,A,0.7914438502673797,0.8449197860962567,0.5454545454545454,0.2620320855614973,0.11229946524064172,76.48976952556988,0.2638888888888889
54,5,rectangle_java.jpg,Java,medium,1,A,0.7284345047923323,0.8178913738019169,0.5079872204472844,0.30990415335463256,0.13099041533546327,108.30079182703346,0.2916666666666667
54,2,vehicle_java.jpg,Java,medium,0,B,0.8068965517241379,0.8758620689655172,0.6689655172413793,0.16551724137931034,0.04827586206896552,93.0229178105986,0.25892857142857145
142,2,vehicle_java2.jpg,Java,medium,0,B,0.820627802690583,0.874439461883408,0.6188340807174888,0.21973094170403587,0.09865470852017937,62.680236633220545,0.33035714285714285
142,5,rectangle_java2.jpg,Java,medium,1,A,0.8218390804597702,0.8706896551724138,0.5977011494252874,0.2557471264367816,0.12931034482758622,62.79049287073986,0.2708333333333333
189,5,rectangle_java2.jpg,Java,medium,0,A,0.8715083798882681,0.9050279329608939,0.6759776536312849,0.20670391061452514,0.11731843575418995,62.355115779932994,0.2361111111111111
189,2,vehicle_java2.jpg,Java,medium,1,B,0.8,0.9,0.6818181818181818,0.13636363636363635,0.045454545454545456,68.37706573543957,0.24107142857142858
202,2,vehicle_java.jpg,Java,medium,0,B,0.7577319587628866,0.8247422680412371,0.5481099656357389,0.2663230240549828,0.09278350515463918,97.12456975567918,0.3392857142857143
202,5,rectangle_java.jpg,Java,medium,1,A,0.8359788359788359,0.8624338624338624,0.5925925925925926,0.25396825396825395,0.12169312169312169,80.78971688257886,0.2361111111111111
204,5,rectangle_java.jpg,Java,low,0,A,0.7714285714285715,0.8571428571428571,0.5142857142857142,0.17142857142857143,0.05714285714285714,130.03225084439373,0.1111111111111111
204,2,vehicle_java.jpg,Java,low,0,B,0.52,0.72,0.32,0.28,0.04,125.91458437141436,0.08928571428571429
203,2,rectangle_java.jpg,Java,medium,0,A,0.6632653061224489,0.7755102040816326,0.47959183673469385,0.32653061224489793,0.11224489795918367,112.34561712821642,0.1736111111111111
203,5,vehicle_java.jpg,Java,medium,0,B,0.6153846153846154,0.75,0.36538461538461536,0.3269230769230769,0.09615384615384616,114.30705237793141,0.1875
210,2,vehicle_java2.jpg,Java,high,0,B,0.8043478260869565,0.8623188405797102,0.5797101449275363,0.21014492753623187,0.07971014492753623,76.01868192239355,0.26785714285714285
210,5,rectangle_java2.jpg,Java,high,1,A,0.8099173553719008,0.8677685950413223,0.5785123966942148,0.19834710743801653,0.0743801652892562,61.39452957990473,0.19444444444444445
216,2,vehicle_java2.jpg,Java,none,0,B,0.69,0.8,0.45,0.31,0.12,96.85466524472946,0.19642857142857142
211,5,vehicle_java2.jpg,Java,medium,0,B,0.8679245283018868,0.9009433962264151,0.7122641509433962,0.16037735849056603,0.0660377358490566,55.1783503196944,0.2857142857142857
211,2,rectangle_java2.jpg,Java,medium,1,A,0.9121621621621622,0.9256756756756757,0.7398648648648649,0.16891891891891891,0.09797297297297297,45.636408909463725,0.2777777777777778
49,2,rectangle_python.jpg,Python,medium,1,A,0.7425742574257426,0.8514851485148515,0.5148514851485149,0.26732673267326734,0.12871287128712872,113.66761014983435,0.26595744680851063
82,5,rectangle_java2.jpg,Java,high,1,A,0.8181818181818182,0.8770053475935828,0.5721925133689839,0.2727272727272727,0.15508021390374332,79.48758832032597,0.24305555555555555
82,2,vehicle_java2.jpg,Java,high,0,B,0.788,0.872,0.6,0.236,0.112,85.7078131922297,0.25892857142857145
194,2,rectangle_java.jpg,Java,medium,1,A,0.8153241650294696,0.8703339882121808,0.5893909626719057,0.2475442043222004,0.11984282907662082,90.64091915171115,0.2986111111111111
158,2,rectangle_java2.jpg,Java,high,1,A,0.7635467980295566,0.8374384236453202,0.6059113300492611,0.22167487684729065,0.06403940886699508,71.19248822516697,0.2569444444444444
158,5,vehicle_java2.jpg,Java,high,0,B,0.8461538461538461,0.8986013986013986,0.6713286713286714,0.1993006993006993,0.10139860139860139,59.387367557038864,0.25892857142857145
71,2,rectangle_java.jpg,Java,low,0,A,0.6966292134831461,0.8089887640449438,0.48314606741573035,0.2808988764044944,0.10112359550561797,120.05709382893832,0.18055555555555555
78,5,rectangle_java2.jpg,Java,low,0,A,0.8969957081545065,0.9184549356223176,0.6437768240343348,0.2145922746781116,0.13733905579399142,62.24188681914159,0.2638888888888889
78,2,vehicle_java2.jpg,Java,low,0,B,0.8404255319148937,0.9148936170212766,0.6063829787234043,0.20212765957446807,0.1276595744680851,79.9631410572119,0.25
47,5,rectangle_python.jpg,Python,medium,1,A,0.7282608695652174,0.8260869565217391,0.5108695652173914,0.2608695652173913,0.09782608695652174,101.61763146824346,0.2872340425531915
151,5,vehicle_java2.jpg,Java,high,0,B,0.7965299684542587,0.8485804416403786,0.6198738170347003,0.23186119873817035,0.08201892744479496,61.644011887197884,0.3125
151,2,rectangle_java2.jpg,Java,high,1,A,0.8228346456692913,0.8464566929133859,0.610236220472441,0.2283464566929134,0.07677165354330709,49.23311276019746,0.2916666666666667
169,2,vehicle_java.jpg,Java,medium,0,B,0.73125,0.825,0.5125,0.225,0.05625,88.35132183158682,0.22321428571428573
169,5,rectangle_java.jpg,Java,medium,1,A,0.7216494845360825,0.8075601374570447,0.47766323024054985,0.29553264604810997,0.10652920962199312,99.8858616123012,0.2847222222222222
40,2,rectangle_java.jpg,Java,medium,1,A,0.797752808988764,0.8595505617977528,0.5842696629213483,0.2808988764044944,0.14606741573033707,102.34799386004241,0.2361111111111111
40,5,vehicle_java.jpg,Java,medium,0,B,0.7371428571428571,0.8514285714285714,0.5542857142857143,0.2342857142857143,0.09142857142857143,107.60765921461412,0.29464285714285715
14,2,rectangle_java2.jpg,Java,medium,1,A,0.8280254777070064,0.8726114649681529,0.5796178343949044,0.25477707006369427,0.1337579617834395,70.37119804324915,0.2569444444444444
105,2,rectangle_java2.jpg,Java,high,1,A,0.8235294117647058,0.875,0.625,0.18382352941176472,0.0661764705882353,70.51689161723347,0.19444444444444445
105,5,vehicle_java2.jpg,Java,high,0,B,0.8433734939759037,0.891566265060241,0.6746987951807228,0.1746987951807229,0.07228915662650602,49.27596302605345,0.24107142857142858
13,2,rectangle_java2.jpg,Java,medium,1,A,0.8196078431372549,0.8588235294117647,0.5294117647058824,0.2784313725490196,0.1411764705882353,73.17994364113156,0.2569444444444444
13,5,vehicle_java2.jpg,Java,medium,0,B,0.7771739130434783,0.8496376811594203,0.5670289855072463,0.23007246376811594,0.08152173913043478,73.26907431404415,0.3125
133,5,vehicle_java2.jpg,Java,medium,0,B,0.8277153558052435,0.8838951310861424,0.5880149812734082,0.2209737827715356,0.10861423220973783,70.84000351127122,0.3392857142857143
25,2,rectangle_java2.jpg,Java,medium,1,A,0.8287292817679558,0.8701657458563536,0.5828729281767956,0.24861878453038674,0.12154696132596685,63.04883604132307,0.2916666666666667
25,5,vehicle_java2.jpg,Java,medium,0,B,0.8116438356164384,0.8698630136986302,0.6027397260273972,0.2363013698630137,0.1095890410958904,59.02843963538484,0.2857142857142857
168,2,rectangle_java2.jpg,Java,medium,0,A,0.7923387096774194,0.8528225806451613,0.5745967741935484,0.27419354838709675,0.12903225806451613,74.30981585786974,0.3055555555555556
168,5,vehicle_java2.jpg,Java,medium,0,B,0.782608695652174,0.8616600790513834,0.5810276679841897,0.23715415019762845,0.10276679841897234,89.52121575731393,0.32142857142857145
41,5,vehicle_java2.jpg,Java,high,1,B,0.8468468468468469,0.8888888888888888,0.6336336336336337,0.21621621621621623,0.10810810810810811,58.796274657598914,0.3392857142857143
41,2,rectangle_java2.jpg,Java,high,1,A,0.8364779874213837,0.8710691823899371,0.5943396226415094,0.25157232704402516,0.12578616352201258,60.95631562432439,0.2638888888888889
79,2,vehicle_java2.jpg,Java,medium,1,B,0.8451612903225807,0.8838709677419355,0.6258064516129033,0.18064516129032257,0.06774193548387097,57.12183613051781,0.29464285714285715
79,5,rectangle_java2.jpg,Java,medium,1,A,0.8712121212121212,0.9015151515151515,0.6401515151515151,0.19318181818181818,0.09848484848484848,60.477809104258945,0.2847222222222222
192,2,rectangle_java.jpg,Java,medium,0,A,0.8344155844155844,0.8798701298701299,0.6363636363636364,0.21428571428571427,0.09740259740259741,73.78013296011137,0.2708333333333333
192,5,vehicle_java.jpg,Java,medium,0,B,0.869281045751634,0.9150326797385621,0.6862745098039216,0.16339869281045752,0.08496732026143791,95.42063630620908,0.29464285714285715
84,2,vehicle_java2.jpg,Java,medium,0,B,0.796812749003984,0.852589641434263,0.549800796812749,0.26294820717131473,0.11952191235059761,59.43867309359023,0.33035714285714285
84,5,rectangle_java2.jpg,Java,medium,1,A,0.7908745247148289,0.8593155893536122,0.5247148288973384,0.2623574144486692,0.12547528517110265,79.73776774792336,0.22916666666666666
166,5,vehicle_java.jpg,Java,medium,1,B,0.7475409836065574,0.8360655737704918,0.5311475409836065,0.26229508196721313,0.10163934426229508,108.85384002033362,0.35714285714285715
70,5,vehicle_java2.jpg,Java,low,1,B,0.7906976744186046,0.8527131782945736,0.6046511627906976,0.20155038759689922,0.06201550387596899,61.9242309633677,0.21428571428571427
48,2,vehicle_java2.jpg,Java,high,0,B,0.835,0.89,0.62,0.23,0.125,65.31341387142727,0.2767857142857143
48,5,rectangle_java2.jpg,Java,high,1,A,0.8682170542635659,0.9069767441860465,0.627906976744186,0.21705426356589147,0.13178294573643412,68.76330239463198,0.1875
161,2,vehicle_python.jpg,Python,medium,0,B,0.7409638554216867,0.8253012048192772,0.536144578313253,0.21686746987951808,0.04819277108433735,85.52535692328723,0.3142857142857143
77,5,rectangle_java2.jpg,Java,medium,1,A,0.7755681818181818,0.84375,0.5170454545454546,0.2897727272727273,0.13636363636363635,71.33823233384493,0.2569444444444444
77,2,vehicle_java2.jpg,Java,medium,0,B,0.8920308483290489,0.9203084832904884,0.6812339331619537,0.1928020565552699,0.11568123393316196,58.463602779437586,0.3392857142857143
83,5,rectangle_java2.jpg,Java,medium,0,A,0.7714285714285715,0.8485714285714285,0.5428571428571428,0.2742857142857143,0.12571428571428572,70.92079624399516,0.2916666666666667
83,2,vehicle_java2.jpg,Java,medium,1,B,0.8178913738019169,0.8722044728434505,0.6389776357827476,0.21405750798722045,0.08945686900958466,68.64303610376643,0.2767857142857143
135,2,rectangle_java2.jpg,Java,medium,0,A,0.7061855670103093,0.7731958762886598,0.4484536082474227,0.30927835051546393,0.08762886597938144,88.20740357715981,0.2569444444444444
135,5,vehicle_java2.jpg,Java,medium,0,B,0.6804123711340206,0.7972508591065293,0.46735395189003437,0.28865979381443296,0.08934707903780069,92.35293496860193,0.32142857142857145
24,5,rectangle_java2.jpg,Java,medium,0,A,0.8860103626943006,0.917098445595855,0.6839378238341969,0.18134715025906736,0.10362694300518134,58.84077984417925,0.2569444444444444
24,2,vehicle_java2.jpg,Java,medium,0,B,0.8413461538461539,0.8990384615384616,0.7019230769230769,0.18269230769230768,0.08653846153846154,57.827026284996194,0.30357142857142855
132,2,rectangle_java2.jpg,Java,low,0,A,0.7628361858190709,0.823960880195599,0.5330073349633252,0.26405867970660146,0.09046454767726161,72.01110696837436,0.2986111111111111
132,5,vehicle_java2.jpg,Java,low,0,B,0.8074324324324325,0.8513513513513513,0.5777027027027027,0.2195945945945946,0.07432432432432433,67.13011939524304,0.29464285714285715
12,5,rectangle_java2.jpg,Java,low,0,A,0.8214285714285714,0.8642857142857143,0.5357142857142857,0.24285714285714285,0.11428571428571428,74.6482980716982,0.22916666666666666
12,2,vehicle_java2.jpg,Java,low,0,B,0.8342105263157895,0.8710526315789474,0.6157894736842106,0.20526315789473684,0.07894736842105263,60.857452681066704,0.30357142857142855
104,2,rectangle_java.jpg,Java,medium,1,A,0.7535211267605634,0.823943661971831,0.5246478873239436,0.30633802816901406,0.13380281690140844,88.34416118622151,0.25
104,5,vehicle_java.jpg,Java,medium,0,B,0.7272727272727273,0.8225108225108225,0.5541125541125541,0.24675324675324675,0.0735930735930736,95.31742130557906,0.25
15,2,rectangle_java.jpg,Java,medium,0,A,0.9060773480662984,0.9226519337016574,0.6574585635359116,0.16574585635359115,0.09392265193370165,81.04054310162634,0.2361111111111111
